codice,progetto,istituzione,finanziamento
20224SFZ7T,"The cloister and power. Maps and destinies of Benedictine monasteries in Apulia,Campania and Basilicata in the 14th-16th centuries: papacy, monarchy and feudality.",Università degli studi della BASILICATA,271182
202254TLE7,"IN-FACTOR. The Factory of Indignation: Nature, Forms and Functions of aPhilosophical Passion in Modern Thought.",Università degli studi di MILANO,307.51
20225AFJ9E,MaBEMapping Byzantine Economy. An open digital platform to study byzantine coin hoards (498-1204CE),Università degli Sstudi di TRIESTE,208407
20225H7WKE,CHILD Children History Italian Life Documentation. Children and everyday life in the ltalian postwar (1918-1922),Università degli studi di PARMA,194824
20225N4ZNA,Hidden Landscapes of Latium,Università degli studi di FIRENZE,270.66
20227AXMFY,Gendering the Tenth Century: a tailored model for exploring the sources,Università degli studi di BOLOGNA,255666
20227FYTRK,Civil Calendar and Memory Politics in Italy: National and Transnational Dynamics,Università degli Studi di PADOVA,334319
20227JXEB2,"EStimating PREhistoric MObility in the mountainous regions of the Near East:animal management, raw materials procurement, technology and settlement patterns as indicators of movement and interconnections",Università Ca' FoscariVENEZIA,217152
20227S7YXL,"FortNet: Fortification and population network in coastal Chaonia, Northern Epirus(Albania) between Iron Age and the Medieval period: a longue durée approach to the study ofsettlements, economic and defensive systems.",Università degli studi di BOLOGNA,218199
202282LCSZ,Going global: An international history of Italy (1979-1996),Università degli studi di PADOVA,194225
20228B294N,"AFTER THE ICE - Forager Uses of Persistent Places in the Late Upper Palaeolithicof the Circum-Adriatic Region: Perspectives from the Riparo Tagliente (Verona, Italy) and Badanj (Bosnia and Herzegovina)",Università degli Studi di FERRARA,259602
20228C8EFW,ArchaeoAdWines - Archaeology of Adriatic Wine,Università degli studi di VERONA,230924
20228KR93P,"FAmilies, Gender, Mobility and Interculturalism in the etrusco-italic necropolis.Some cases from Campania and Veneto (FaGeMI)",Università Ca' FoscariVENEZIA,296368
20228ML5XY,For a Critical History of Artificial Intelligence,Università degli Sstudi SuorOrsola Benincasa - NAPOLI,244502
20228SNZ2T,"ADigTex. Archaeology, Archaeometry, and Digitalisation of Ancient Textiles. FromPompei to the Roman Empire",Università degli studi di ROMA La Sapienza,263823
20229MY7MJ,IdeNtity and SPECializaTion in Upper Mesopotamia (InSpect): the genesis ofsocial complexity during the Early Chalcolithic,Università degli Studi di ROMA La Sapienza,247884
20229ZLWSH,BUILDING AN OPEN ACCESS LITHOTHEQUE OF ITALIAN KNAPPABLE ROCKSEXPLOITED DURING PREHISTORY - OPENLIT,Università degli studi di FIRENZE,281361
20229ZXSKA,"Eastern Europe between Russia and the West: Contested Spaces, IdentityBuilding and Memory Policies in Historical Perspective",Università degli studi di Napoli Federico II,251076
2022A2S8A4,Glocal Spanish Influenza,Università degli Studi di SIENA,279387
2022A8MY72,Imperial Entanglements: Latecomer Colonial Empires and the “Politics ofComparison (1880s-1940s),Università degli studi di Napoli Federico II,237571
2022AL3XL2,MAPPING DAMAGE. Research on the archaeological heritage in the Tartus region(Syria). MAPDAM,Università degli Studi di FIRENZE,312132
2022AZYHY3,Towards a Meta-Archive of Economic Expertise: Knowledge and Positive Law inLate Modern Experiments of Power (Kingdoms of Naples and Sicily).,Università degli Studi di FOGGIA,191.80400000000003
2022B39PAK,"PRIVIT. The Politics of Italian Privatisations. State, Energy and SocialTransformations in the International Context",Università degli studi di BARI ALDO MORO,285598
2022B5FLRB,Governing consensus. The political role of knowledge in Italy (1789-1870),Università Ca' FoscariVENEZIA,262121
2022B7RP3P,What went wrong? A retrospective analysis of destination policies inovertouristed hotspots.,Università Ca' FoscariVENEZIA,240821
2022B9MBWY,"Framing the People (Italy, 12th-16th centuries)",Università degli Studi di FIRENZE,267.9
2022BC2Z5F,HABITs - Life-histories of prehistoric human groups in South America: a tale onenvironmental adaptations and subsistence economies,Università degli studi di BOLOGNA,208334
2022BMSNA3,"Work, workplaces and mobility in preindustrial ltaly: a gender perspective",Università degli studi di PADOVA,300.03
2022BP9TJF,The Price of Progress. A Multidisciplinary Research on Human-EnvironmentInteractions in the Levant at the Dawn of Urbanism (3500-2000 BCE),Università di  PISA,465511
2022BTKA9Y,"Marshlands, islands and marine coasts. Social complexities, tribal alliances andhuman mobility between Southern Mesopotamia and Eastern, South-Eastern Arabia during the3rd and 2nd millennium BCE.",Università degli Studi di ROMA La Sapienza,187563
2022BTT2Y2,Bioarchaeology of climatic change: an investigation on the Late Antique Litle lceAge(acronym: BIOLALIA),Università di  PISA,216185
2022BXT33X,The Renaissance Papacys Political Theology and Its Projects of Religious Reform,Università degli studi di ROMA La Sapienza,208068
2022C2TAJT,Criminal Portraits. History and Photography of talian Crime News (1861-1961),Università degli studi di MILANO-BICOCCA,219945
2022CY2J5S,"Historicizing AIDS.Polies, rights, discourses, and memorie in the talin case",Scuola Normale Superioredi PISA,287064
2022CZN8WB,The missing link.Early Medieval urban public courts as centres of resilience and reinterpretation of Antiquity.,Università di  PISA,342.40000000000003
2022E9RTH8,A social history of horses in the age of italian communes (HIsTHOR),Università degli studi di MILANO,241117
2022EA8FC7,The Digital Kennicot: Textual Transmission of the Hebrew Bible in the Middle Ages- DiKe (TexTHBM),Università degli studi di TORINO,250.0
2022EHLWYE,"Spatializing Jews and the Economy. Towards A Digital and Dynamic Atlas: People,Business, Artifacts in Global Italy (14th-20th centuries)",Università degli studi di MILANO,223822
2022EJ2NM5,Why did people settle in that place? An integrated and comparative approach tothe study of environment history and setlement choices in the island highlands: the case study,Università degli studi di CATANIA,321947
2022EKBY9R,"Boundless Mobilities. People, Geographies and the Courts f talin MilitaryJustice in the 20th century",Università degli studi di PADOVA,195835
2022ELZECR,MALTHUS. Rise and fall cycles of Bronze age populations in Northern Italy,Università degli Studi di BOLOGNA,271261
2022F73293,"Nuclear deindustrialization. Human capital, business restructuring, andenvironmental change in Italy (1971-1999)",Università degli studi di TORINO,215181
2022FATAHZ,SAPiens and SAPajus: evolution of technology in human and non-human primates,Università degli studi di ROMA La Sapienza,303.4
2022FFYLKT,Books of Science. Vernacular Mathematics and Medicine Books in Fourteenth-Century Italy,Università degli Studi di FIRENZE,310848
2022H3K7W9,EARTHERITAGE. Earthen Heritage in the Eastern Mediterranean betweenArchaeology and Sustainability,Università degli studi di SIENA,263603
2022HAELRH,"MATERIAL CULTURE AND RISORGIMENTO: ACTIVISM, EMOTIONS, MOBILITY",Università degli studi di PADOVA,258151
2022HC5ALS,Humans & animals @ Tarquinia & Gravisca.A new approach to investigating rituals and rituality through zoarchaeology,Università degli studi di MILANO,216888
2022HFMCYY,"The age of the knights. Knightly pre-eminence, local societies and powers:new perspectives on the Italian countryside (11th - 13th century)",Università degli studi di ROMA Tor Vergata,288698
2022HMH5MJ,"FRAME - Framing Medievalisms: Historiography, Cultural Heritage, MediaCommunication and Languages in Italy (1980-2022)",Università degli studi di ROMA La Sapienza,263.13
2022J4R8HA,"Mediterranean coastal lifestyles and mobility - an integrated and comparative study of paleo-environmental, archaeological, and social perspectives",Università degli studi di BOLOGNA,292996
2022JJEAXT,"CRIME STORIES. JUSTICE AND PUBLIC SPACE (ITALY,18TH-19TH CC.)",Università degli studi di ROMA La Sapienza,259.12199999999996
2022JLFMNL,Unconventionally mendicant. Voluntary poverty and mendicancy betweenreligious inspiration and institutions.,Università degli studi di VERONA,269689
2022JLC8SF,CHRONOs -The obsidian route in the central Mediterranean: diaCHRONic pathwaysand cultural connectiOns,Università degli studi di CAGLIARI,225001
2022JNEHAS,"Engaged Citizens. Public-private partnerships and hybrid practices of sharedmonopoly on violence in Italy, 1861-1926",Università degli studi di PADOVA,204342
2022K249PC,Kings men. The Imperial polical Network in taly (12th century),Università degli Studi di TORINO,296.76
2022K2FYZS,"Visualizing Jewish Cultural Heritage. Toward a Digital and Dynamic Atlas: People,Artifacts, Books and Manuscripts in Global taly (15th-20th centuries)",Università degli studi di BOLOGNA,259574
2022K4Z8WL,SHERDs - networks in HelleEnistic and Roman meDiterranean - Making andManaging History with Material Culture,Università degli studi di CATANIA,250.98
2022K8YKMR,"WALL-Fare. The earliest citadels. Walled landscapes, conflict and social change inBronze Age South-Eastern Italy",Università del SALENTO,197456
2022K9882Y,Tradition Processing (TRA.PRO). Forms and patterns in the transmission and tradition of the Book of the Dead,Università Ca' FoscariVENEZIA,248774
2022KEZ2ES,"Bronze Encounters Context: Archaeological and physical Understanding of pre-Roman bronze Statues Excavated at San Casciano dei Bagni (Siena, Italy)acronym: BECAUSE",Università per Stranieri di SIENA,395184
2022KKWTTK,"The Economic Thought of talian Women (1750-199): Methodological Issues,Ideas, Impact, International Links, a Census and an Online Database",Università del SALENTO,348584
2022KRK73N,Gis-DIARIES of Gortyna. A Digital Integrated Archaeological Repository of Information for the Enhancement and Study of Gortyna,Università degli studi di SIENA,286827
2022KS4TMT,"Say, do, vote. Mobilization for political citizenship in the age of suffrage (1819-1920): Italy in the Euro-Atlantic space",Università degli studi di BOLOGNA,250358
2022L5HLY,"2022L5HLY- eartHeritage -A cultural rescue initiative for earthen heritage: An interdisciplinary, diachronic and trans-areal approach to interconnected artistic productions in clay and stucco in Iran, Iraq, Central Asia and the north of the Indian subcontinent (3rd cent. BCE-8th century CE)",Università degli studi di NAPOLI L'Orientale,259.12199999999996
2022LE33T8,APENNiNEsCAPE. Marginal landscapes and production processes along the Renoand the Bisenzio-Sieve valley districts during the 1st millennium BC,Università degli studi di BOLOGNA,259.7
2022LFKPNH,"SLOW sUMER. Repair, Reuse, Recycling and Southern Mesopotamian Society inthe Changing World of 2500-2000 BC",Università degli studi di ROMA La Sapienza,286.35
2022LKZEPA,One Hundred Years of European Historiography. Study and Valorization of theRivista Storica Italianas Archive.,Università degli studi della Campania Luigi Vanvitell,195312
2022LP8CF4,"Social Envy.Competition, rivalry, ambitions (1st century B.C. - 3rd C. A.D.)",Università Cattolica delSacro Cuore,228005
2022LPTKM2,SCribes and notaRles in Byzantine Oxyrhynchus (SCRIBO),Università degli studi di UDINE,157293
2022LR3MXJ,INVISIBLE ACTORS. AN INTERDISCIPLINARY RESEARCH ON WOMEN & CHILDREN IN LEVANTINE AND WESTERN PHOENICIAN-PUNIC HUMANSCAPES DURING THE 1STMILLENNIUM BC,Università degli studi di SASSARI,235984
2022LX5XMY,BRINGING OUT AN INVISIBLE FEMALE LITERARY CORPUS: RELIGIOUS WRITING IN THE FRENCH-SPEAKING WORLD AT THE TIME OF THE COUNTER-REFORMATION. CENSUS ANDREPERTOIRE OF A NEW CORPUS. TOWARDS A REORGANIZATION OF THE CANON IN A GENDEREDPERSPECTIVE,Università degli studi di UDINE,300705
2022LCSM5Z,"Redde rationem. Order, calculation and reason in the urban societies of lateMedieval taly",Università degli studi di CAGLIARI,296344
2022M4WPFS,Ancient Landscapes of Anatolia in the Bronze Age (ALandA),Università degli studi di MILANO,320837
2022M9HP3X,The Twilight of Internationalism,Scuola Normale Superioredi PISA,215058
2022MAF7XH,Europes Search for Strategic Autonomy : from the late Cold War to the NewMillennium,Università degli Studi ROMATRE,288505
2022MR88HA,Alla moderna Fortresses for a Prototypical Early Modern State. The BastionForts of the Papal State of the Sixteenth and Seventeenth Centuries: New Urban Roles beyondCentre and Periphery,Università TelematicaPEGASO,296.51800000000003
2022MTZYJL,BIOGRAPHICAL DATABASE OF ITALIANS IN CHINA: 1866-1970(BDIC 1866-1970),Università degli studi di ROMA La Sapienza,259.12199999999996
2022MWNY2A,Inequality and generations in Italy (1914-2008),Università degli studi di BOLOGNA,285394
2022MZTN82,Nationalist networks in Europe 1919-1933,Università degli Studi ROMATRE,238871
2022NBP4AW,"Near Eastern Empires at Work (NEEW). An archaeological approach to the studyof empires, their organisation and impact on local societies and landscapes in northern Iraq.",Università degli studi di UDINE,257074
2022NL9XHJ,Populating Byzantine Southern Italy,Università del SALENTO,271.89
2022NY99ZP,"Municipal promotions in Africa Proconsularis and Numidia between Caesar andGallienus: institutions, society, economy",Università degli Studi di SASSARI,302.97
2022NYWKHF,The assessment of regional development policies in Italy through a newdatabase (1950s-2000s),Università degli studiMagna Graeciadi CATANZARO,299112
2022P3BXJT,Loyalty Allegiance Consensus. Europe and Spanish Colonies in 18th century,Università degli studi di FIRENZE,373.75
2022P9KS5K,Italian Lily. People and Books from Italy to France in the Sixteenth Century,Università degli studi di ROMA La Sapienza,196444
2022PNKHAP,"Environment, Settlement and Production: Exploring Human-Environment Interaction in the Productive Landscapes of Medieval ItalyAcronym: ESP",Università degli studi di BOLOGNA,254879
2022PC8Y93,#EtiamEgo. Violence against women in ancient Rome: historical perspectives andsymbolic constructions.,Università degli Studi di TORINO,294937
2022RM5SFJ,"Musealising the Italian Scientist (1839-1939): Practices, Narratives, Memories",Università degli studi di BOLOGNA,221872
2022RTJ5AM,Truce as damage imitation in violent conficts: language and practices of treuga in Medieval taly (Xll-XV centuries),Università degli studi di MACERATA,249.45
2022RYN7BX,Reframing Globalization in European Peripheries: Intellectual and Expert Networks Facing Political and Economic Transformations (1975-2022).,Università degli studi di FIRENZE,204348
2022T382KE,From deglobalization to autarky: crisis and metamorphosis of Italian economy inthe 1930s,Università degli studi di PADOVA,192925
2022T3J3LF,"Memory and space in ancient Athens. Topography, monuments, mindscapes",Università degli Studi di TRENTO,208501
2022T4T3Y8,West and East: an interdisciplinary approach to the archaeology of Alpineecosystems (AlpEcoArchaeology),Università degli Studi di VERONA,302236
2022TETCAM,"Exile, Transnational Intellectual Networks, Knowledge Transfer: The Italian Casebetween 1940s-1960s",Università degli studi di VERONA,286048
2022TF9CK2,Corpus of the Medieval and Renaissance Scribes in Italy (Scriblt),Università degli studi di FIRENZE,331278
2022THRFNH,Universalism and Rights of Man: Late Enlightenment,Università degli studi di TORINO,303921
2022TJPFW2,"An anti-Protestant International: Strategies, Networks and Actors ofTransnational Catholic anti-Protestantism (1898-1958)",Scuola Normale Superioredi PISA,228721
2022TT5797,Constructing Intergenerational Ties: Charity and Welfare in Italy and the IberianWorld (16th-19th Centuries),Università Cattolica delSacro Cuore,281347
2022TW7PHJ,Mediterranean Multipolarity and Roman Unipolarity. Power Competition and Collaboration in the Graeco-Roman Geopolitics (3rd-2nd century BCE),Università degli studi di BERGAMO,208.5
2022W8NH4E,The quality of life in Greek and Roman cities: perception and policy,Università degli studi di NAPOLIL'Orientale,198644
2022WFLZ3K,RIPRESa - Re-assessing Italian prehistorical studies from a transdisciplinaryperspective,Università degli studi di VERONA,232804
2022X38CP8,"ARCHITA - ARCHaeological and ARCHitectural Integrated platform for TAras From scientific research to a new interactive platform for knowledge, conservation, managementand dissemination of archaeological data related to an ancient settlement",Università TelematicaUNITELMA SAPIENZA,235886
2022XBMWZ3,Political Repression and International SOlidarity Networks (PRIsON). The Transnational Mobilization on Behalf of Political Prisoners in the Interwar Period (1918-1939ca.),Università Ca' FoscariVENEZIA,255307
2022XTSEZ3,ON: Objects in network.The social life of things in the fifteenth century between notarial sources and semantic web,Università degli studi di BOLOGNA,252.49400000000003
2022Y893YS,Urban Economy Begins: Structural and Quantitative Aspects of Early City StateEconomies in the Ancient Near East (2900-2350 a.C.),Università Ca' FoscariVENEZIA,194.49
2022YE9NBH,"Arms, Beads and Cloth. African Consumers and the 19th-century Global Economy",Università degli studi di BOLOGNA,255514
2022YSXWKS,Digital Inquisition: tools for multimedia access and exploitation of the Archive of the Congregation for the Doctrine of the Faith,Università degli studi di MODENA e REGGIO EMILIA,207477
2022Z4LL54,Disentangling human infants Plasticity during sUbsistEnce tRansitlons: an innovative integrated approach - PUERI,Università degli studi di PADOVA,240254
2022C24YSJ,"The lagoon of Venice in Antiquity.Settlement dynamics, adaptive behaviours, paleoenvironmental reconstructions",Università Ca' FoscariVENEZIA,258847
2022C3BLH5,"We want bread, not bullets: lraqi fod politics in historical perspective",Università degli studi di NAPOLI L'Orientale,214144
2022CCEA2R,Synchronized with Nature. Measuring time in ancient Egypt and Mesopotamia:archaeological and textual evidence,Università degli studi di ROMA La Sapienza,320.2
2022CCKT93,Copernicanism and the Holy Scriptures. The debate on heliocentric cosmologyand theology from Copernicus to Newton (1543-1687),Università Cattolica delSacro Cuore,228882
2022PWY2YS,Pyro-Transitions: prehistoric cultural changes in the use of fire from foraging tothe earliest farming societies,Università degli Studi di TRENTO,258687
2022S23SZZ,"Making Korea a Religiously Plural Society? Historical, Legal, and Social Approaches",Università Ca' FoscariVENEZIA,145.59
2022SLF84R,VERNACOsM Vernacular Cosmopolitanism: History and Archives of ItalianSubalterns in Colonial Egypt (1864-1937),Università degli studi di BOLOGNA,271046
2022SMJCHX,"Investigating Resilient Roman Agricultural Landscapes in Southern Italy. An integrated and open IT approach to modelling centuriation through archaeology, remotelysensed data, palynology and ancient texts (acronym In.Res.Agri)",Università degli studi di Napoli Federico II,267338
2022SNTEFP,"How economics is changing: A multilayer network analysis of the recent evolution of economics journals, between specialization and self-referentiality (1980-2020)",Università degli studi di SIENA,231608
2022STEAZC,"Coping with environment: Economy, Ecology, and Sustainability in Early Modernnorthern Italy (1500-1800)",Università degli Studi di PAVIA,237.5
2022SW2XRF,"Sacred Fire: Inquisitions, Capital Punishment and Rites of Justice in Italy (13th-19th centuries)",Università degli studi di BOLOGNA,227001
2022SSZFT7,"Under Uncertainty. Coping with Risks in the Mediterranean Maritime Business(Italy, 16th-19th centuries)",Università degli studi di PARMA,248467
2022X7M7XN,Italin Cold War Borders. A new Research Framework on Transformation duringDétente,Università degli studi di SIENA,229039
2022XYSH4K,Italys energy governance in the global economy and politics: the role of naturalgas in the national energy transition strategy,Università degli studi di ROMA La Sapienza,249118
2022XZ5YAC,Lord of the rings: Dendro-isotopic curves from archaeological wood to reconstructmid-Holocene climate evolution and human impact.,Università degli studi di PADOVA,229404
2022ZT9HBW,"Ancient materia medica, modern therapeutic substances and drugs of abusethrough dental calculus",Università degli Sstudi di ROMA La Sapienza,291628
2022ZC82S8,"Worlds apart. Politics, Knowledges, and Representations of Confinement (16th-19th centuries)",Università degli studi di PERUGIA,258.3
2022ZST22H,Exploring scribal minds: the structural and visual organization of knowledge in,Università degli studi di TORINO,235.05
202239PCNR,Fostering climate change adaptation of local communities through a participatoryrisk communication strategy,Università Politecnica delleMARCHE,258749
20223CEZSR,MNEMET = Modelling Non-standard data and Extremes in MultivariateEnvironmental Time series,Università degli studi di TRIESTE,253.77500000000003
20223PNJ8K,Impact of the Human Activities on the Environment andEconomic Decision Making in a Heterogeneous Setting:Mathematical Models and Policy Implications,Università degli studi di BOLOGNA,265818
20224HPEJP,ScENES – Solar ENergy Expansion Strategies,Università degli studi di MILANO-BICOCCA,295867
202253N2NY,Urban parks biodiversity to enhance city dwellers health. URBioPark,Università degli studi di BRESCIA,310701
20225A8KMN,MATCH-RES Multidimensional Analysis To Connect Housing Retrofit with Energy Sharing awareness,Università degli Studi ROMATRE,317442
20225JYFET,"System-wide assessment of truck platooning: market potential, business models,operations, and policy implications",Università degli studi di Napoli Federico II,257563
20225YEWNS,"Administrative capacity: definitions, measurement, policy interventions andeconomic impacts",Università degli studi di PADOVA,253.87
20225YY2HL,PULSe: Pre-feasibility analysis for Urban Logistics Solutions based on Eco-friendlyvehicles,Università degli Studi ROMATRE,266467
20227LAPJT,Plastic or elastic? Exploring the spatialities of post-Covid 19,Università degli studi di FIRENZE,208008
20227TS4WN,Sustainable Occupational Health and Safety (SOHs) in waste treatment plants: agamified training tool for workers,Università degli Studi ROMATRE,240171
20228H7WF3,Reloading city: a new systemic approach to urban and territorial regeneration,Università degli studi di PERUGIA,232049
20228PSZC8,NEXT GENERATION SOLAR LANDSCAPES METHODS AND TOOLS FOR NEXT GENERATION SOLAR LANDSCAPES DESIGN: THE RENEWAL OF PHOTOVOLTAIC FIELDS AT THE END OF LIFE.,Università degli studi di TORINO,279.46000000000004
20229KAEFJ,Health Bordering: Managing Mobility during Pandemics,Università degli studi di BOLOGNA,250516
20229KFBTY,Metropolitan Cities under PNRR: the design of a Metropolitan Decision SupportingSystem,Università degli Studi di FIRENZE,199562
20229CWYXC,A geo-localized data framework for managing climate risks and designing policiesto support sustainable investments,Università degli studi di PAVIA,160791
2022AKRM8S,RETiN: Responses To Inequalities in Non-communicable diseases: measurementand management challenges through an inter-regional perspectives,Scuola Superiore di  StudiUniversitari ePerfezionamento Sant'Anna,230941
2022AMC93A,WEATHER AND CLIMATE VULNERABILITY IN ITALIAN DEMOGRAPHIC HISTORY,Università degli studi di BOLOGNA,229415
2022AYFBNT,COsTA|Med - Catching Opportunities for Strategic Transformation and Adaptationof Mediterranean coasts,Università degli Studi ROMATRE,243966
2022B4TT2M,RISK: Recovery Increasing by Social Knowledge,Università degli studiMediterranea di  REGGIOCALABRIA,265884
2022BLK9TS,MOVING StEPS - MOVING from Street Experiments to adaptive Planned Solutions.,Università degli Studi di PARMA,248132
2022CENE9F,The pre-Covid-19 stallin life expectancy in Italy: looking for explanations,Università degli studi di FIRENZE,234835
2022E3JYZA,"WasToy: Was Waste, will be ToyCombining design and material science to develop made in Italy toys from organic waste througha bioeconomy approach",Università degli Studi di Napoli Federico II,283837
2022E3RY23,Complex Environmental Data and Modeling (CoEnv),Università degli Studi G.d'Annunzio CHIETI-PESCARA,271789
2022E7XKX5,Territorilizing the National Recovery and Resilience Plan (PNRR),Università IUAV di  VENEZIA,232831
2022EE33TA,The geography and economics of new technological transformations-related jobsin Italy,Università degli studi di TRENTO,261.49
2022EJRHK7,RECAP - Reducing car dependency through tailored policies to improveaccessibility by proximity in highly car dependent territories,Università IUAV di  VENEZIA,298291
2022EKECST,Bridging geography and history of woodlands: analysing mountain woodedlandscapes through multiple sources and historical GIs,Università degli studi di TRENTO,227.19600000000003
2022EKH5R4,MED4PED: Mobility Experience Decision support system for pre-assessingPEDedestrian walkability through on-site and off-site simulation.,Università degli studi di MILANO,241733
2022EYHYKS,"TRANSHEATIONS. Urban design for UHI (Urban Heat Island) mitigation, as a strategy for ecological transition in the metropolitan areas of Rome and Naples",Università degli Studi ROMATRE,285512
2022F4FLSF,"ATM, Drones and D.A.N.T.E. (Digitalizazion, Artificial intelligence and NewTechnologies for Environment)",Università degli studi di MESSINA,202.50000000000003
2022FK8TRT,Italia di mezzo. Designing the urban-territorial transition,Università degli studi di Napoli Federico II,283.79200000000003
2022FPFPT5,"Integrated environmental monitoring via the use of Unmanned Aerial Systems(drones), environmental management systems and Life Cycle Assessment (LCA): set-up forimproving the environmental profile of landfill sites and industrial plants",Università degli studi di BARIALDO MORO,302.13
2022H7JPE2,Looking into the dark. For a new epistemology and public action on territorialinequalities,Università degli studi di ROMA La Sapienza,266541
2022HAT5L7,"Digital by default: older people, digital public services, and risks of social exclusion",Università degli studi di MILANO-BICOCCA,220.62
2022HKE2CY,"JUSTAINABILITY - Just sustainability. Rhizomatic social innovations, transformative knowledge, and prefigurative practices for a just transition",Università degli studi di CATANIA,234989
2022HY4P2T,SUITABLE (SUstainable mobliTy and AccessiBiLity in pEriurban environments),Università degli studi di MILANO-BICOCCA,229653
2022HZ3PHX,Administrative Geography and the Territorial Question in Italy: Weaknesses inthe Administrative Framework and Possible Solutions,Università degli studi di FIRENZE,233575
2022J38SR9,SMART3R-FLITS: SMART Transport for TRavellers and Freight Logistics IntegrationTowards Sustainability,Università degli studi di CATANIA,251993
2022J7RWNF,INSPIRE - Improving Nature-Smart Policies through Innovative ResilientEvaluations,Università degli studi della BASILICATA,307294
2022JB2NBN,Socio-demographic determinants of Information and CommunicationTechnologies (ICT) use among older people in taly (ICTAGE),Università degli Studi di PADOVA,221.30400000000003
2022JBP39B,Monitoring and reporting in transport infrastructures and services concessions:,Università degli studi di BOLOGNA,220167
2022JEM7HW,Development of an integrated economy and goods mobility model withapplication to Italy,Università degli studi di ROMA La Sapienza,258852
2022JNNJX,Towards Circular and Sustainable Agri-food Systems: Metrics for Assessment,Università degli studi 'G.d'AnnunzioCHIETI-PESCARA,247.20498780487807
2022JPFYE8,"The border is no more, long live the border.De-materialization and re-materialization of internal borders in the European Union.",Università degli studi di TRENTO,225176
2022JPWKCS,GLOsSSA: A GLOcal knowledge-System for the Sustainability Assessment ofurban projects,Università degli studi di Napoli Federico II,208946
2022JW88K9,"Place-based Unfolding, Localities and Participation (PULP) in NRRPs",Università degli studi di CATANIA,263305
2022JZLL7J,H-SMA-CE: a decision support system for circular economy transition,Università degli studi di MESSINA,202428
2022KBTEBN,Causes of deAth dependence stRuctures and the cOmpositioNal effecT on ovErallmortality (CARONTE),Università Commerciale Luigi Bocconi MILANO,202419
2022KLZANJ,Reframing spatial justiceA co-operative approach for a fair distribution of benefits from PNRR projects.,Università IUAV di  VENEZIA,222861
2022KTEZPX,"Digitally-enabled Social nnovation in the city: implications for urban spaces,societies and governance",Università degli studi di TORINO,223286
2022KYAFWE,Value-driven Architecture: a chronotopic case study,Università degli studi di PERUGIA,277344
2022LWA9W7,"URGET VADEMECUM 2030-50(URban de-pollution and de-carbonisation from emissions GEnerated by Transport systems:eVAluation of DEdicated Methodologies, technologies and EConomic thresholds for anUnprecedented Mobility at 2030-50)",Università degli studi di FIRENZE,256705
2022M7W3BM,"Safeguard of Modern Urban Heritage: a cross-disciplinary WebGIs forKnowledge, Monitoring and Risk Analysis",Università degli studi di ROMA Tor Vergata,234704
2022M87K4F,TOWARDS LOCAL DEVELOPMENT THROUGH A SUSTAINABLE VALORIZATION OFCULTURAL HERITAGE,Università degli Studi di BOLOGNA,265262
2022NXFLPN,Micro and peer-to-peer shared mobiity for Urban Sustainability and Accesibility(MUSA),Università degli Studi di BARIALDO MORO,232259
2022P8KTY7,Cultural Capital and Pro-environmental Behavioural Changes,Università degli Studi G.d'AnnunzioCHIETI-PESCARA,202148
2022PBP894,"Narration and Medicine in Latin American Culture: Application Perspectives toTherapeutic Approaches, from Latin America to Europe, Towards an Inclusive and FlexibleSociety",Università Cattolica delSacro Cuore,263207
2022PFL7ZB,The Children of Immigrants Have Grown Up.The transition to adulthood for youth with a migratory background,Università degli Studi di TRENTO,243355
2022PMRYCF,RE-PLACE. REframing PLace-based Approach through the Cultural Ecosystemservices of inner areas,Università degli studi di CAGLIARI,202498
2022PZ5MWJ,BETTER POLICY Building Environmental Tools To Empower Responsive PoliciesOutreaching LIfecYcleGuide lines and protocols to enable Public Administrations-driven processes in the Italianconstruction sector,Università degli studi di GENOVA,284825
2022RK5MRN,Urban Greening for Pervasive and Resilient Proximity,Università degli Studi di GENOVA,327789
2022RNKSEL,"Depopulation Risk: Experiences, Mobility and Subjective Wel-being (DREAMs)",Università degli studi di ROMA La Sapienza,265009
2022RCXRB2,Accelerating the sustainable path to the Circular Economy focusing on theBiobased industry,Università degli Studi di NAPOLI Parthenope,233.11
2022T4P5WP,"Islands_4_FutureProtecting next generations from marginalization: a field-based, multi-dimensional andparticipatory intervention on promoting cultural heritage, future opportunities and tourism onsmall islands.",Università degli studi ROMATRE,220861
2022T7TMSM,TRIALs - Transformative Resilience for Inner Areas and Local communities. Strategies and actions for disaster risk reduction and post-disaster recovery,Università degli Studi di CAMERINO,238714
2022WBH59A,Smart Road for Smart Drivers toward Smart Vehicles (Smart RoDriVe),Università degli studi di CATANIA,254559
2022WHTWJJ,Models and methods for the optimal allocation of resources assigned by thePNRR to hydrogen experimentation for road and rail transport,Università degli studi di Napoli Federico II,247.20498780487807
2022WXH873,REtiring Well: defining an Index of Risk and modelling of an Effective integratedcognitive-physical intervention (REWiRE),Università degli studi di BOLOGNA,254123
2022X2788M,Sustainable Textile - SusTex: exploring and adapting good practices for valorizingwastes in the textile and apparel supply chain,Università degli studi di PARMA,202238
2022XLX3FF,PRICE - PRoductivity and equity Implications of Climate change in Europe,Università Ca' Foscari'VENEZIA,274483
2022XSM5SX,AVRAl - Assessing the Vulnerability of Refugees and Asylum seekers in Italy,Università degli studi di PALERMO,246248
